Category,Message
ham,Could you pick up some groceries on your way back from work? (Ref: 150)
ham,Call me when you are free to discuss the budget allocation. (Ref: 282)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 603)"
ham,Could you pick up some groceries on your way back from work? (Ref: 616)
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 6690
ham,Call me when you are free to discuss the budget allocation. (Ref: 295)
ham,Did you see the latest news update regarding the project policy? (Ref: 915)
ham,Call me when you are free to discuss the budget allocation. (Ref: 521)
ham,Let's catch up over coffee this weekend. (Ref: 641)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 9056
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 4462
ham,Don't forget to submit the assignment before midnight. (Ref: 363)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 8368
ham,"Just checked the code changes, everything looks good to merge. (Ref: 168)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 278)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 9646
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 180)"
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 839)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 660)
ham,Call me when you are free to discuss the budget allocation. (Ref: 914)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 184)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 798)"
ham,Did you see the latest news update regarding the project policy? (Ref: 612)
ham,Let's catch up over coffee this weekend. (Ref: 817)
ham,Don't forget to submit the assignment before midnight. (Ref: 561)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 256)
ham,Don't forget to submit the assignment before midnight. (Ref: 749)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 919)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 850)"
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 441)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 794)"
ham,Don't forget to submit the assignment before midnight. (Ref: 914)
ham,Let's catch up over coffee this weekend. (Ref: 157)
ham,Let's catch up over coffee this weekend. (Ref: 513)
ham,What time does the movie start tonight? (Ref: 203)
ham,Did you see the latest news update regarding the project policy? (Ref: 483)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 6913
ham,"Just checked the code changes, everything looks good to merge. (Ref: 103)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 799)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 850)"
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 3808
ham,Can you please send me the updated project report when you get a chance? (Ref: 687)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 744)"
ham,Could you pick up some groceries on your way back from work? (Ref: 225)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 238)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 503)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 231)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 674)
ham,Thanks for your help with the presentation yesterday! (Ref: 124)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 3421
ham,Don't forget to submit the assignment before midnight. (Ref: 128)
ham,Can you please send me the updated project report when you get a chance? (Ref: 250)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 611)
ham,Did you see the latest news update regarding the project policy? (Ref: 967)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 9007
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 394)
ham,Don't forget to submit the assignment before midnight. (Ref: 250)
ham,Thanks for your help with the presentation yesterday! (Ref: 575)
ham,Let's catch up over coffee this weekend. (Ref: 234)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 476)"
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 414)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 5311
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 269)
ham,Could you pick up some groceries on your way back from work? (Ref: 656)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 732)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 604)"
ham,Can you please send me the updated project report when you get a chance? (Ref: 873)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 549)
ham,Please find attached the receipt for your recent purchase. (Ref: 752)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 674)"
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 1824
ham,Did you see the latest news update regarding the project policy? (Ref: 114)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 517)"
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 8059
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 2828
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 4845
ham,"Just checked the code changes, everything looks good to merge. (Ref: 545)"
ham,Let's catch up over coffee this weekend. (Ref: 694)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 328)
ham,Thanks for your help with the presentation yesterday! (Ref: 195)
ham,Can you please send me the updated project report when you get a chance? (Ref: 443)
ham,Please find attached the receipt for your recent purchase. (Ref: 932)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 459)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 487)
ham,Thanks for your help with the presentation yesterday! (Ref: 661)
ham,Let's catch up over coffee this weekend. (Ref: 706)
ham,Could you pick up some groceries on your way back from work? (Ref: 723)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 153)"
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 6387
ham,Can you please send me the updated project report when you get a chance? (Ref: 542)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 7320
ham,Please find attached the receipt for your recent purchase. (Ref: 259)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 863)"
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 772)
ham,Could you pick up some groceries on your way back from work? (Ref: 415)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 447)"
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 1338
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 4157
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 297)"
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 153)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 747)"
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 9190
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 1943"
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 2312
ham,Thanks for your help with the presentation yesterday! (Ref: 114)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 942)"
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 1317
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 4600
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 224)"
ham,Can you please send me the updated project report when you get a chance? (Ref: 160)
ham,Please find attached the receipt for your recent purchase. (Ref: 701)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 559)"
ham,Let's catch up over coffee this weekend. (Ref: 934)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 6588
ham,Don't forget to submit the assignment before midnight. (Ref: 706)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 727)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 2007
ham,Did you see the latest news update regarding the project policy? (Ref: 289)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 966)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 848)
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 9363
ham,Can you please send me the updated project report when you get a chance? (Ref: 592)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 404)
ham,Could you pick up some groceries on your way back from work? (Ref: 348)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 3969
ham,What time does the movie start tonight? (Ref: 464)
ham,Did you see the latest news update regarding the project policy? (Ref: 100)
ham,Call me when you are free to discuss the budget allocation. (Ref: 340)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 107)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 598)"
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 125)
ham,Could you pick up some groceries on your way back from work? (Ref: 733)
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 2333"
ham,Don't forget to submit the assignment before midnight. (Ref: 665)
ham,Please find attached the receipt for your recent purchase. (Ref: 870)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 939)
ham,Please find attached the receipt for your recent purchase. (Ref: 561)
ham,Let's catch up over coffee this weekend. (Ref: 968)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 437)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 922)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 589)"
ham,Please find attached the receipt for your recent purchase. (Ref: 871)
ham,What time does the movie start tonight? (Ref: 555)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 5675
ham,"Just checked the code changes, everything looks good to merge. (Ref: 534)"
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 8141
ham,Can you please send me the updated project report when you get a chance? (Ref: 722)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 596)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 458)"
ham,Did you see the latest news update regarding the project policy? (Ref: 484)
ham,What time does the movie start tonight? (Ref: 933)
ham,Did you see the latest news update regarding the project policy? (Ref: 152)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 8009
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 5435"
ham,Thanks for your help with the presentation yesterday! (Ref: 950)
ham,Thanks for your help with the presentation yesterday! (Ref: 873)
ham,Thanks for your help with the presentation yesterday! (Ref: 921)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 647)"
ham,Thanks for your help with the presentation yesterday! (Ref: 603)
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 8813
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 8643
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 519)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 543)"
ham,Could you pick up some groceries on your way back from work? (Ref: 747)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 324)"
ham,Don't forget to submit the assignment before midnight. (Ref: 650)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 512)"
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 5286
ham,What time does the movie start tonight? (Ref: 610)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 332)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 7722
ham,Could you pick up some groceries on your way back from work? (Ref: 369)
ham,Don't forget to submit the assignment before midnight. (Ref: 879)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 8827
ham,Call me when you are free to discuss the budget allocation. (Ref: 935)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 560)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 316)
ham,What time does the movie start tonight? (Ref: 509)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 789)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 158)"
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 2387
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 3538
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 6619
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 138)"
ham,Please find attached the receipt for your recent purchase. (Ref: 771)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 293)
ham,Let's catch up over coffee this weekend. (Ref: 554)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 915)"
ham,Could you pick up some groceries on your way back from work? (Ref: 924)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 3074
ham,Could you pick up some groceries on your way back from work? (Ref: 188)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 2990
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 2639
ham,Thanks for your help with the presentation yesterday! (Ref: 863)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 217)"
ham,Don't forget to submit the assignment before midnight. (Ref: 809)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 982)
ham,Thanks for your help with the presentation yesterday! (Ref: 412)
ham,Please find attached the receipt for your recent purchase. (Ref: 847)
ham,Could you pick up some groceries on your way back from work? (Ref: 663)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 790)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 764)"
ham,Please find attached the receipt for your recent purchase. (Ref: 939)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 2704
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 819)"
ham,Thanks for your help with the presentation yesterday! (Ref: 844)
ham,Did you see the latest news update regarding the project policy? (Ref: 745)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 449)"
ham,"Just checked the code changes, everything looks good to merge. (Ref: 724)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 552)"
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 1966
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 941)"
ham,Let's catch up over coffee this weekend. (Ref: 455)
ham,Did you see the latest news update regarding the project policy? (Ref: 768)
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 2136
ham,Call me when you are free to discuss the budget allocation. (Ref: 205)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 6352
ham,What time does the movie start tonight? (Ref: 205)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 2771
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 247)"
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 8101
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 751)"
ham,Could you pick up some groceries on your way back from work? (Ref: 121)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 434)"
ham,Can you please send me the updated project report when you get a chance? (Ref: 829)
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 6150
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 9194
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 434)"
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 9228
ham,Don't forget to submit the assignment before midnight. (Ref: 664)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 740)
ham,Could you pick up some groceries on your way back from work? (Ref: 240)
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 4993
ham,Did you see the latest news update regarding the project policy? (Ref: 352)
ham,Thanks for your help with the presentation yesterday! (Ref: 931)
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 5036
ham,Could you pick up some groceries on your way back from work? (Ref: 835)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 6295
ham,Please find attached the receipt for your recent purchase. (Ref: 332)
ham,Could you pick up some groceries on your way back from work? (Ref: 834)
ham,Let's catch up over coffee this weekend. (Ref: 466)
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 3604
ham,Don't forget to submit the assignment before midnight. (Ref: 583)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 894)"
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 3469
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 2762
ham,Thanks for your help with the presentation yesterday! (Ref: 943)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 4850
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 376)"
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 2524
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 3322
ham,Call me when you are free to discuss the budget allocation. (Ref: 306)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 1556
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 5263
ham,Could you pick up some groceries on your way back from work? (Ref: 138)
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 7150
ham,"Just checked the code changes, everything looks good to merge. (Ref: 572)"
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 1271
ham,What time does the movie start tonight? (Ref: 563)
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 4594
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 5569
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 4572
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 330)
ham,Don't forget to submit the assignment before midnight. (Ref: 260)
ham,Please find attached the receipt for your recent purchase. (Ref: 649)
ham,Let's catch up over coffee this weekend. (Ref: 677)
ham,What time does the movie start tonight? (Ref: 157)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 508)"
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 9609
ham,Thanks for your help with the presentation yesterday! (Ref: 493)
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 1054
ham,What time does the movie start tonight? (Ref: 964)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 776)"
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 826)"
ham,Let's catch up over coffee this weekend. (Ref: 286)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 544)"
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 8490
ham,Don't forget to submit the assignment before midnight. (Ref: 897)
ham,"Just checked the code changes, everything looks good to merge. (Ref: 972)"
spam,Free entry in 2 a wk weekly competition to win $500 cash! Text WIN to 80082 today. Code: 9378
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 9533
ham,Thanks for your help with the presentation yesterday! (Ref: 971)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 8083
ham,Can you please send me the updated project report when you get a chance? (Ref: 439)
ham,Please find attached the receipt for your recent purchase. (Ref: 657)
ham,Don't forget to submit the assignment before midnight. (Ref: 475)
ham,Can you please send me the updated project report when you get a chance? (Ref: 899)
ham,Could you pick up some groceries on your way back from work? (Ref: 531)
ham,Did you see the latest news update regarding the project policy? (Ref: 343)
ham,Did you see the latest news update regarding the project policy? (Ref: 849)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 272)"
ham,What time does the movie start tonight? (Ref: 878)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 8693
ham,Did you see the latest news update regarding the project policy? (Ref: 153)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 642)"
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 384)
ham,Did you see the latest news update regarding the project policy? (Ref: 460)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 300)"
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 4054
ham,Please find attached the receipt for your recent purchase. (Ref: 267)
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 2466
ham,"Just checked the code changes, everything looks good to merge. (Ref: 172)"
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 2500
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 548)"
ham,Don't forget to submit the assignment before midnight. (Ref: 983)
ham,What time does the movie start tonight? (Ref: 379)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 722)
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 1936
ham,What time does the movie start tonight? (Ref: 666)
ham,Don't forget to submit the assignment before midnight. (Ref: 369)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 788)"
ham,What time does the movie start tonight? (Ref: 164)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 516)"
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 252)"
ham,What time does the movie start tonight? (Ref: 771)
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 1153
ham,Call me when you are free to discuss the budget allocation. (Ref: 236)
ham,Call me when you are free to discuss the budget allocation. (Ref: 302)
spam,WINNER! Guarantee 1000 cash or $2000 gift certificate. Call 09061701461 to claim your reward. Code: 2591
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 500)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 998)
ham,Call me when you are free to discuss the budget allocation. (Ref: 445)
ham,What time does the movie start tonight? (Ref: 960)
ham,Please find attached the receipt for your recent purchase. (Ref: 231)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 926)
ham,Thanks for your help with the presentation yesterday! (Ref: 353)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 137)"
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 457)
ham,Thanks for your help with the presentation yesterday! (Ref: 784)
ham,Call me when you are free to discuss the budget allocation. (Ref: 100)
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 7402
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 2759"
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 8206
spam,You have 1 unread urgent voice message. Call 08712400657 to retrieve your audio note now. Code: 4629
spam,Congratulations! You are selected for a free iPhone 15 Pro. Reply WIN to claim immediately. Code: 4294
ham,Call me when you are free to discuss the budget allocation. (Ref: 485)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 109)
ham,Let's catch up over coffee this weekend. (Ref: 514)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 9519
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 8186
ham,Don't forget to submit the assignment before midnight. (Ref: 445)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 4760
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 136)
ham,Can you please send me the updated project report when you get a chance? (Ref: 695)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 3033
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 5971
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 2279
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 5494
ham,Let's catch up over coffee this weekend. (Ref: 744)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 6319
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 4432
ham,Could you pick up some groceries on your way back from work? (Ref: 591)
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 8561"
ham,What time does the movie start tonight? (Ref: 405)
ham,Don't forget to submit the assignment before midnight. (Ref: 202)
spam,Double your Bitcoin in 24 hours! Guaranteed returns on crypto investment. Deposit now. Code: 3541
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 221)
ham,Can you please send me the updated project report when you get a chance? (Ref: 367)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 324)"
ham,Call me when you are free to discuss the budget allocation. (Ref: 388)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 891)"
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 2341
ham,Did you see the latest news update regarding the project policy? (Ref: 763)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 736)"
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 990)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 8009
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 8679
ham,Can you please send me the updated project report when you get a chance? (Ref: 387)
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 4310
ham,Did you see the latest news update regarding the project policy? (Ref: 602)
ham,Call me when you are free to discuss the budget allocation. (Ref: 357)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 680)"
ham,Can you please send me the updated project report when you get a chance? (Ref: 319)
spam,Exclusive offer: Get 90% off on designer watches and sunglasses today only! Visit http://cheap-luxury.shop Code: 7640
ham,Could you pick up some groceries on your way back from work? (Ref: 910)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 980)"
ham,What time does the movie start tonight? (Ref: 413)
ham,Don't forget to submit the assignment before midnight. (Ref: 765)
ham,"I'll be home late tonight, don't wait up for dinner. (Ref: 823)"
ham,What time does the movie start tonight? (Ref: 904)
ham,Call me when you are free to discuss the budget allocation. (Ref: 226)
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 138)
ham,Can you please send me the updated project report when you get a chance? (Ref: 850)
ham,"Hey, are we still meeting for lunch today at 1 pm? (Ref: 215)"
spam,ALERT: Your package delivery is pending due to unpaid customs fee of $2.99. Pay now at http://track-package-delivery.info Code: 4020
spam,URGENT! You have won a $1000 Walmart gift card! Claim now at http://bit.ly/claim-prize Code: 3573
ham,The team meeting has been rescheduled to Thursday at 10 AM. (Ref: 198)
ham,Happy birthday! Hope you have a wonderful day ahead. (Ref: 291)
ham,"I'm stuck in traffic, will be there in about 15 minutes. (Ref: 677)"
ham,Let's catch up over coffee this weekend. (Ref: 997)
spam,Hot singles in your area are waiting for you! Click here to chat now completely free. Code: 6084
spam,FINAL NOTICE: Your bank account has been locked. Verify your credentials now at http://secure-bank-login.com Code: 4564
spam,"Get loan up to $50,000 with 0% interest instantly! No credit check required. Reply APPLY Code: 4810"
ham,What time does the movie start tonight? (Ref: 673)
spam,Earn $5000 a week working from home with zero experience needed! Click link to start Code: 3343
